variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	notes
clbO	2.80E-01	1.82E-03	1.51E-03	1.49E+00	4.98E-01	-3.94E-01	
clbD	2.80E-01	1.82E-03	1.51E-03	1.49E+00	4.98E-01	-3.94E-01	
clbI	2.80E-01	1.82E-03	1.51E-03	1.49E+00	4.98E-01	-3.94E-01	
clbN	2.80E-01	1.82E-03	1.51E-03	1.49E+00	4.98E-01	-3.94E-01	
group_8611	2.70E-01	2.24E-06	6.63E-07	2.67E+00	6.59E-01	-5.92E-01	
group_8352	2.70E-01	1.15E-01	1.13E-01	7.23E-01	4.63E-01	-1.92E-01	
group_8073	2.70E-01	2.24E-06	6.63E-07	2.67E+00	6.59E-01	-5.92E-01	
group_7625	2.70E-01	2.24E-06	6.63E-07	2.67E+00	6.59E-01	-5.92E-01	
group_6625	2.70E-01	1.15E-01	1.13E-01	-7.23E-01	4.63E-01	1.92E-01	
group_6285	2.70E-01	2.24E-06	6.63E-07	2.67E+00	6.59E-01	-5.92E-01	
group_5067	2.70E-01	3.41E-03	2.92E-03	1.41E+00	4.99E-01	-3.60E-01	
group_4504	2.70E-01	1.32E-02	1.22E-02	1.17E+00	4.83E-01	-3.04E-01	
group_4491	2.70E-01	1.32E-02	1.22E-02	1.17E+00	4.83E-01	-3.04E-01	
group_4451	2.70E-01	7.28E-04	5.52E-04	1.67E+00	5.21E-01	-4.17E-01	
wcaJ	2.70E-01	8.22E-01	8.22E-01	1.02E-01	4.51E-01	-2.74E-02	
group_4423	2.70E-01	1.87E-05	8.69E-06	2.28E+00	5.94E-01	-5.33E-01	
group_4421	2.70E-01	1.87E-05	8.69E-06	2.28E+00	5.94E-01	-5.33E-01	
group_4409	2.70E-01	1.87E-05	8.69E-06	2.28E+00	5.94E-01	-5.33E-01	
group_4334	2.70E-01	3.41E-03	2.92E-03	-1.41E+00	4.99E-01	3.60E-01	
group_3971	2.70E-01	1.32E-02	1.22E-02	1.17E+00	4.83E-01	-3.04E-01	
group_3210	2.70E-01	2.24E-06	6.63E-07	2.67E+00	6.59E-01	-5.92E-01	
group_2608	2.70E-01	2.60E-01	2.59E-01	5.12E-01	4.57E-01	-1.37E-01	
group_2209	2.70E-01	2.24E-06	6.63E-07	2.67E+00	6.59E-01	-5.92E-01	
group_2208	2.70E-01	2.24E-06	6.63E-07	2.67E+00	6.59E-01	-5.92E-01	
group_2125	2.70E-01	2.24E-06	6.63E-07	2.67E+00	6.59E-01	-5.92E-01	
group_1823	2.70E-01	7.28E-04	5.52E-04	1.67E+00	5.21E-01	-4.17E-01	
group_969	2.70E-01	1.15E-01	1.13E-01	-7.23E-01	4.63E-01	1.92E-01	
group_8798	2.60E-01	6.22E-03	5.50E-03	-1.33E+00	5.01E-01	3.27E-01	
group_8672	2.60E-01	2.26E-02	2.13E-02	1.08E+00	4.85E-01	-2.72E-01	
yajA	2.60E-01	5.12E-06	1.69E-06	2.59E+00	6.60E-01	-5.54E-01	
group_7461	2.60E-01	6.22E-03	5.50E-03	1.33E+00	5.01E-01	-3.27E-01	
group_7108	2.60E-01	1.71E-01	1.70E-01	6.33E-01	4.66E-01	-1.63E-01	
group_6781	2.60E-01	3.62E-01	3.61E-01	4.18E-01	4.60E-01	-1.08E-01	
group_6774	2.60E-01	6.22E-03	5.50E-03	1.33E+00	5.01E-01	-3.27E-01	
group_6641	2.60E-01	1.71E-01	1.70E-01	6.33E-01	4.66E-01	-1.63E-01	
group_6443	2.60E-01	6.22E-03	5.50E-03	1.33E+00	5.01E-01	-3.27E-01	
group_5597	2.60E-01	6.22E-03	5.50E-03	1.33E+00	5.01E-01	-3.27E-01	
group_5596	2.60E-01	6.22E-03	5.50E-03	1.33E+00	5.01E-01	-3.27E-01	
clbA	2.60E-01	6.22E-03	5.50E-03	1.33E+00	5.01E-01	-3.27E-01	
insB	2.60E-01	2.26E-02	2.13E-02	1.08E+00	4.85E-01	-2.72E-01	
group_4503	2.60E-01	6.22E-03	5.50E-03	1.33E+00	5.01E-01	-3.27E-01	
group_4433	2.60E-01	6.22E-03	5.50E-03	1.33E+00	5.01E-01	-3.27E-01	
group_4367	2.60E-01	5.12E-06	1.69E-06	2.59E+00	6.60E-01	-5.54E-01	
group_4320	2.60E-01	3.62E-01	3.61E-01	-4.18E-01	4.60E-01	1.08E-01	
group_4297	2.60E-01	4.07E-05	2.05E-05	2.20E+00	5.94E-01	-4.96E-01	
group_4202	2.60E-01	2.26E-02	2.13E-02	1.08E+00	4.85E-01	-2.72E-01	
group_3993	2.60E-01	1.71E-01	1.70E-01	6.33E-01	4.66E-01	-1.63E-01	
group_3306	2.60E-01	5.12E-06	1.69E-06	-2.59E+00	6.60E-01	5.54E-01	
dnaT	2.60E-01	3.62E-01	3.61E-01	-4.18E-01	4.60E-01	1.08E-01	
group_2482	2.60E-01	1.71E-01	1.70E-01	6.33E-01	4.66E-01	-1.63E-01	
group_2453	2.60E-01	2.65E-04	1.76E-04	1.87E+00	5.52E-01	-4.39E-01	
group_1912	2.60E-01	1.71E-01	1.70E-01	-6.33E-01	4.66E-01	1.63E-01	
group_1783	2.60E-01	1.41E-03	1.12E-03	1.59E+00	5.22E-01	-3.83E-01	
group_890	2.60E-01	1.71E-01	1.70E-01	6.33E-01	4.66E-01	-1.63E-01	
group_347	2.60E-01	2.26E-02	2.13E-02	1.08E+00	4.85E-01	-2.72E-01	
clbC	2.60E-01	6.22E-03	5.50E-03	1.33E+00	5.01E-01	-3.27E-01	
clbB	2.60E-01	6.22E-03	5.50E-03	1.33E+00	5.01E-01	-3.27E-01	
group_8708	2.50E-01	1.11E-02	1.00E-02	-1.24E+00	5.03E-01	2.95E-01	
group_8677	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_8651	2.50E-01	8.17E-01	8.17E-01	-1.07E-01	4.62E-01	2.67E-02	
group_8644	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_8428	2.50E-01	1.14E-05	4.19E-06	2.51E+00	6.60E-01	-5.18E-01	
group_8340	2.50E-01	8.17E-01	8.17E-01	-1.07E-01	4.62E-01	2.67E-02	
group_8338	2.50E-01	8.17E-01	8.17E-01	-1.07E-01	4.62E-01	2.67E-02	
group_8080	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_7879	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_7817	2.50E-01	2.68E-03	2.21E-03	1.50E+00	5.24E-01	-3.50E-01	
group_7794	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_7598	2.50E-01	2.68E-03	2.21E-03	1.50E+00	5.24E-01	-3.50E-01	
group_7544	2.50E-01	1.06E-01	1.04E-01	7.63E-01	4.77E-01	-1.87E-01	
group_7109	2.50E-01	1.06E-01	1.04E-01	7.63E-01	4.77E-01	-1.87E-01	
group_6983	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_6949	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_6862	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_6796	2.50E-01	2.68E-03	2.21E-03	1.50E+00	5.24E-01	-3.50E-01	
group_6699	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_6658	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
ridA	2.50E-01	1.14E-05	4.19E-06	-2.51E+00	6.60E-01	5.18E-01	
group_6579	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_6514	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_6405	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_6306	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_6301	2.50E-01	2.68E-03	2.21E-03	1.50E+00	5.24E-01	-3.50E-01	
group_6284	2.50E-01	2.68E-03	2.21E-03	1.50E+00	5.24E-01	-3.50E-01	
group_5842	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_5718	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_5609	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_5473	2.50E-01	1.14E-05	4.19E-06	-2.51E+00	6.60E-01	5.18E-01	
group_5456	2.50E-01	1.14E-05	4.19E-06	2.51E+00	6.60E-01	-5.18E-01	
group_5121	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_5050	2.50E-01	1.14E-05	4.19E-06	2.51E+00	6.60E-01	-5.18E-01	
group_4877	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_4856	2.50E-01	1.14E-05	4.19E-06	-2.51E+00	6.60E-01	5.18E-01	
aztC	2.50E-01	1.14E-05	4.19E-06	2.51E+00	6.60E-01	-5.18E-01	
group_4586	2.50E-01	1.24E-06	2.40E-07	-3.02E+00	7.75E-01	5.75E-01	
group_4558	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_4456	2.50E-01	1.11E-02	1.00E-02	1.24E+00	5.03E-01	-2.95E-01	
group_4107	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_4096	2.50E-01	4.88E-01	4.88E-01	-3.21E-01	4.64E-01	8.00E-02	
group_3857	2.50E-01	1.09E-07	8.36E-09	-3.42E+00	1.17E+00	6.25E-01	bad-chisq
group_3768	2.50E-01	1.09E-07	8.36E-09	-3.42E+00	1.17E+00	6.25E-01	bad-chisq
group_3757	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_3574	2.50E-01	1.14E-05	4.19E-06	-2.51E+00	6.60E-01	5.18E-01	
group_3557	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_3553	2.50E-01	1.24E-06	2.40E-07	3.02E+00	7.75E-01	-5.75E-01	
group_3552	2.50E-01	1.24E-06	2.40E-07	3.02E+00	7.75E-01	-5.75E-01	
group_3262	2.50E-01	2.68E-03	2.21E-03	-1.50E+00	5.24E-01	3.50E-01	
group_3256	2.50E-01	8.17E-01	8.17E-01	-1.07E-01	4.62E-01	2.67E-02	
group_3255	2.50E-01	8.17E-01	8.17E-01	-1.07E-01	4.62E-01	2.67E-02	
group_3220	2.50E-01	1.24E-06	2.40E-07	3.02E+00	7.75E-01	-5.75E-01	
group_3123	2.50E-01	1.14E-05	4.19E-06	-2.51E+00	6.60E-01	5.18E-01	
group_3085	2.50E-01	1.24E-06	2.40E-07	3.02E+00	7.75E-01	-5.75E-01	
htxA	2.50E-01	1.14E-05	4.19E-06	-2.51E+00	6.60E-01	5.18E-01	
aztD	2.50E-01	1.14E-05	4.19E-06	2.51E+00	6.60E-01	-5.18E-01	
group_2493	2.50E-01	1.06E-01	1.04E-01	-7.63E-01	4.77E-01	1.87E-01	
group_2278	2.50E-01	8.17E-01	8.17E-01	1.07E-01	4.62E-01	-2.67E-02	
group_2239	2.50E-01	8.17E-01	8.17E-01	-1.07E-01	4.62E-01	2.67E-02	
group_2212	2.50E-01	3.77E-02	3.60E-02	-9.95E-01	4.88E-01	2.41E-01	
group_2115	2.50E-01	2.68E-03	2.21E-03	1.50E+00	5.24E-01	-3.50E-01	
group_1891	2.50E-01	1.14E-05	4.19E-06	-2.51E+00	6.60E-01	5.18E-01	
group_1782	2.50E-01	2.68E-03	2.21E-03	1.50E+00	5.24E-01	-3.50E-01	
group_1643	2.50E-01	8.17E-01	8.17E-01	-1.07E-01	4.62E-01	2.67E-02	
group_1602	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_1548	2.50E-01	1.14E-05	4.19E-06	-2.51E+00	6.60E-01	5.18E-01	
group_1296	2.50E-01	1.14E-05	4.19E-06	-2.51E+00	6.60E-01	5.18E-01	
czcO	2.50E-01	1.14E-05	4.19E-06	-2.51E+00	6.60E-01	5.18E-01	
group_1283	2.50E-01	1.06E-01	1.04E-01	-7.63E-01	4.77E-01	1.87E-01	
group_928	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
cotH	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_666	2.50E-01	1.14E-05	4.19E-06	2.51E+00	6.60E-01	-5.18E-01	
lysR	2.50E-01	1.24E-06	2.40E-07	-3.02E+00	7.75E-01	5.75E-01	
group_351	2.50E-01	1.11E-02	1.00E-02	-1.24E+00	5.03E-01	2.95E-01	
group_170	2.50E-01	1.09E-07	8.36E-09	3.42E+00	1.17E+00	-6.25E-01	bad-chisq
group_108	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
traW	2.50E-01	2.48E-01	2.47E-01	5.39E-01	4.69E-01	-1.34E-01	
group_38	2.50E-01	1.09E-07	8.36E-09	-3.42E+00	1.17E+00	6.25E-01	bad-chisq
group_19	2.50E-01	5.32E-04	3.74E-04	1.79E+00	5.53E-01	-4.05E-01	
group_8755	2.40E-01	2.50E-05	1.01E-05	-2.43E+00	6.61E-01	4.83E-01	
group_7967	2.40E-01	2.59E-07	2.33E-08	-3.34E+00	1.16E+00	5.88E-01	bad-chisq
merE	2.40E-01	1.92E-02	1.78E-02	1.15E+00	5.05E-01	-2.65E-01	
pemI	2.40E-01	1.91E-08	4.51E-10	-4.54E+00	6.86E-01	6.45E-01	bad-chisq
group_7106	2.40E-01	1.91E-08	4.51E-10	-4.54E+00	6.86E-01	6.45E-01	bad-chisq
group_7098	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
group_6954	2.40E-01	1.92E-02	1.78E-02	1.15E+00	5.05E-01	-2.65E-01	
group_6644	2.40E-01	4.96E-03	4.23E-03	1.42E+00	5.26E-01	-3.18E-01	
group_6474	2.40E-01	4.96E-03	4.23E-03	-1.42E+00	5.26E-01	3.18E-01	
group_6257	2.40E-01	1.05E-03	7.75E-04	1.71E+00	5.54E-01	-3.73E-01	
group_6065	2.40E-01	1.05E-03	7.75E-04	1.71E+00	5.54E-01	-3.73E-01	
group_5886	2.40E-01	1.05E-03	7.75E-04	1.71E+00	5.54E-01	-3.73E-01	
group_5542	2.40E-01	1.92E-02	1.78E-02	1.15E+00	5.05E-01	-2.65E-01	
group_5506	2.40E-01	4.96E-03	4.23E-03	1.42E+00	5.26E-01	-3.18E-01	
group_5256	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
sitB	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
group_5145	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
sitC	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
group_5015	2.40E-01	1.79E-04	1.05E-04	2.04E+00	5.96E-01	-4.27E-01	
group_4897	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
sitA	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
group_4707	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
group_4492	2.40E-01	6.10E-02	5.91E-02	9.04E-01	4.91E-01	-2.11E-01	
group_4426	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
group_4306	2.40E-01	1.05E-03	7.75E-04	-1.71E+00	5.54E-01	3.73E-01	
group_4099	2.40E-01	3.49E-01	3.48E-01	4.42E-01	4.74E-01	-1.05E-01	
group_4066	2.40E-01	4.96E-03	4.23E-03	-1.42E+00	5.26E-01	3.18E-01	
gamL	2.40E-01	3.49E-01	3.48E-01	4.42E-01	4.74E-01	-1.05E-01	
group_3378	2.40E-01	2.50E-05	1.01E-05	-2.43E+00	6.61E-01	4.83E-01	
group_3053	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
group_2243	2.40E-01	1.60E-01	1.58E-01	6.69E-01	4.80E-01	-1.58E-01	
group_2124	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
group_1965	2.40E-01	4.96E-03	4.23E-03	-1.42E+00	5.26E-01	3.18E-01	
group_1470	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
group_696	2.40E-01	2.50E-05	1.01E-05	2.43E+00	6.61E-01	-4.83E-01	
group_455	2.40E-01	1.05E-03	7.75E-04	1.71E+00	5.54E-01	-3.73E-01	
group_454	2.40E-01	1.05E-03	7.75E-04	1.71E+00	5.54E-01	-3.73E-01	
merA	2.40E-01	1.92E-02	1.78E-02	1.15E+00	5.05E-01	-2.65E-01	
group_176	2.40E-01	1.91E-08	4.51E-10	-4.54E+00	6.86E-01	6.45E-01	bad-chisq
group_96	2.40E-01	1.05E-03	7.75E-04	1.71E+00	5.54E-01	-3.73E-01	
group_8778	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
ant2Ia	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_8440	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_8366	2.30E-01	2.01E-03	1.56E-03	-1.62E+00	5.56E-01	3.41E-01	
group_7893	2.30E-01	3.65E-04	2.30E-04	1.95E+00	5.97E-01	-3.95E-01	
group_7857	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_7834	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_7768	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_7559	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_7150	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_7063	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_6984	2.30E-01	8.12E-01	8.12E-01	-1.13E-01	4.76E-01	2.60E-02	
group_6627	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_6611	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_6436	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_6063	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_5969	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_5909	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
tgtA5	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_5441	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_4642	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_4599	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_4532	2.30E-01	8.95E-03	7.89E-03	-1.33E+00	5.28E-01	2.88E-01	
group_4349	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_4043	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_3966	2.30E-01	2.01E-03	1.56E-03	1.62E+00	5.56E-01	-3.41E-01	
group_3744	2.30E-01	2.01E-03	1.56E-03	-1.62E+00	5.56E-01	3.41E-01	
group_3534	2.30E-01	2.01E-03	1.56E-03	-1.62E+00	5.56E-01	3.41E-01	
group_3529	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_3050	2.30E-01	2.01E-03	1.56E-03	1.62E+00	5.56E-01	-3.41E-01	
relB	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_2618	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_2575	2.30E-01	2.01E-03	1.56E-03	-1.62E+00	5.56E-01	3.41E-01	
group_2525	2.30E-01	4.76E-01	4.75E-01	-3.40E-01	4.78E-01	7.80E-02	
group_2511	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_2426	2.30E-01	6.03E-07	6.33E-08	-3.26E+00	1.16E+00	5.52E-01	bad-chisq
group_2254	2.30E-01	2.01E-03	1.56E-03	-1.62E+00	5.56E-01	3.41E-01	
group_2211	2.30E-01	9.62E-02	9.42E-02	-8.11E-01	4.94E-01	1.82E-01	
group_1758	2.30E-01	2.01E-03	1.56E-03	-1.62E+00	5.56E-01	3.41E-01	
group_1719	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_1696	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_1608	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_1541	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_1190	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_1180	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_1038	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_619	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_498	2.30E-01	8.95E-03	7.89E-03	1.33E+00	5.28E-01	-2.88E-01	
group_477	2.30E-01	5.35E-05	2.38E-05	2.35E+00	6.62E-01	-4.49E-01	
group_440	2.30E-01	8.12E-01	8.12E-01	-1.13E-01	4.76E-01	2.60E-02	
umuC	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_179	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_26	2.30E-01	4.62E-08	1.32E-09	-4.46E+00	6.85E-01	6.08E-01	bad-chisq
group_8806	2.20E-01	7.26E-04	4.88E-04	1.87E+00	5.99E-01	-3.63E-01	
group_8762	2.20E-01	1.38E-06	1.68E-07	-3.18E+00	1.16E+00	5.18E-01	bad-chisq
group_8752	2.20E-01	1.48E-01	1.45E-01	7.14E-01	4.98E-01	-1.54E-01	
group_8737	2.20E-01	1.09E-07	3.78E-09	-4.38E+00	6.84E-01	5.72E-01	bad-chisq
group_8620	2.20E-01	6.29E-01	6.29E-01	-2.34E-01	4.84E-01	5.13E-02	
group_8527	2.20E-01	3.77E-03	3.06E-03	1.53E+00	5.58E-01	-3.10E-01	
group_8416	2.20E-01	1.09E-07	3.78E-09	-4.38E+00	6.84E-01	5.72E-01	bad-chisq
group_8415	2.20E-01	1.12E-04	5.47E-05	2.26E+00	6.63E-01	-4.16E-01	
group_8184	2.20E-01	6.29E-01	6.29E-01	-2.34E-01	4.84E-01	5.13E-02	
group_7971	2.20E-01	1.58E-02	1.43E-02	1.24E+00	5.30E-01	-2.58E-01	
group_7690	2.20E-01	1.39E-05	3.96E-06	2.77E+00	7.77E-01	-4.70E-01	
group_7680	2.20E-01	1.48E-01	1.45E-01	7.14E-01	4.98E-01	-1.54E-01	
group_7514	2.20E-01	1.58E-02	1.43E-02	1.24E+00	5.30E-01	-2.58E-01	
group_7495	2.20E-01	1.58E-02	1.43E-02	1.24E+00	5.30E-01	-2.58E-01	
group_7452	2.20E-01	1.09E-07	3.78E-09	-4.38E+00	6.84E-01	5.72E-01	bad-chisq
group_6835	2.20E-01	6.29E-01	6.29E-01	-2.34E-01	4.84E-01	5.13E-02	
group_5737	2.20E-01	1.38E-06	1.68E-07	-3.18E+00	1.16E+00	5.18E-01	bad-chisq
group_5196	2.20E-01	6.29E-01	6.29E-01	-2.34E-01	4.84E-01	5.13E-02	
group_4463	2.20E-01	1.38E-06	1.68E-07	-3.18E+00	1.16E+00	5.18E-01	bad-chisq
group_4416	2.20E-01	1.38E-06	1.68E-07	-3.18E+00	1.16E+00	5.18E-01	bad-chisq
group_4401	2.20E-01	1.38E-06	1.68E-07	-3.18E+00	1.16E+00	5.18E-01	bad-chisq
group_4369	2.20E-01	5.35E-02	5.13E-02	-9.68E-01	5.11E-01	2.06E-01	
group_4329	2.20E-01	1.58E-02	1.43E-02	-1.24E+00	5.30E-01	2.58E-01	
group_4073	2.20E-01	1.38E-06	1.68E-07	-3.18E+00	1.16E+00	5.18E-01	bad-chisq
group_3977	2.20E-01	1.12E-04	5.47E-05	2.26E+00	6.63E-01	-4.16E-01	
group_3221	2.20E-01	1.39E-05	3.96E-06	2.77E+00	7.77E-01	-4.70E-01	
group_3118	2.20E-01	6.29E-01	6.29E-01	2.34E-01	4.84E-01	-5.13E-02	
group_3046	2.20E-01	3.77E-03	3.06E-03	-1.53E+00	5.58E-01	3.10E-01	
group_2986	2.20E-01	3.77E-03	3.06E-03	-1.53E+00	5.58E-01	3.10E-01	
xylH	2.20E-01	6.29E-01	6.29E-01	-2.34E-01	4.84E-01	5.13E-02	
group_2197	2.20E-01	1.58E-02	1.43E-02	1.24E+00	5.30E-01	-2.58E-01	
group_2147	2.20E-01	1.39E-05	3.96E-06	2.77E+00	7.77E-01	-4.70E-01	
group_2146	2.20E-01	1.39E-05	3.96E-06	2.77E+00	7.77E-01	-4.70E-01	
group_2083	2.20E-01	1.09E-07	3.78E-09	-4.38E+00	6.84E-01	5.72E-01	bad-chisq
group_1593	2.20E-01	7.26E-04	4.88E-04	-1.87E+00	5.99E-01	3.63E-01	
yadA	2.20E-01	1.38E-06	1.68E-07	-3.18E+00	1.16E+00	5.18E-01	bad-chisq
group_435	2.20E-01	6.29E-01	6.29E-01	-2.34E-01	4.84E-01	5.13E-02	
group_374	2.20E-01	1.12E-04	5.47E-05	2.26E+00	6.63E-01	-4.16E-01	
traU	2.20E-01	5.35E-02	5.13E-02	9.68E-01	5.11E-01	-2.06E-01	
group_200	2.20E-01	1.58E-02	1.43E-02	1.24E+00	5.30E-01	-2.58E-01	
mafI	2.20E-01	1.12E-04	5.47E-05	2.26E+00	6.63E-01	-4.16E-01	
group_8772	2.10E-01	2.31E-04	1.23E-04	-2.18E+00	6.64E-01	3.84E-01	
group_8734	2.10E-01	2.31E-04	1.23E-04	-2.18E+00	6.64E-01	3.84E-01	
group_8703	2.10E-01	2.53E-07	1.06E-08	-4.30E+00	6.83E-01	5.38E-01	bad-chisq
group_8688	2.10E-01	2.53E-07	1.06E-08	-4.30E+00	6.83E-01	5.38E-01	bad-chisq
group_8577	2.10E-01	2.53E-07	1.06E-08	-4.30E+00	6.83E-01	5.38E-01	bad-chisq
group_8566	2.10E-01	2.53E-07	1.06E-08	-4.30E+00	6.83E-01	5.38E-01	bad-chisq
group_8544	2.10E-01	2.53E-07	1.06E-08	-4.30E+00	6.83E-01	5.38E-01	bad-chisq
group_8537	2.10E-01	2.53E-07	1.06E-08	-4.30E+00	6.83E-01	5.38E-01	bad-chisq
group_8365	2.10E-01	6.92E-03	5.85E-03	-1.44E+00	5.60E-01	2.80E-01	
