variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	notes
group_9277	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9276	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9275	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9274	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9273	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9272	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9264	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
apeA	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9263	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9262	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9261	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9259	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9258	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9257	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9256	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9255	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9254	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9253	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9252	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
wcaA	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9251	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
funZ	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9250	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9249	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9248	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9247	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9246	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9245	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9244	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9243	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9242	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9241	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9240	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9239	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9238	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9237	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9236	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9235	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9234	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9233	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9232	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9231	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9230	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9229	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9227	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9226	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9225	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9224	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9223	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9222	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
parD	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9220	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9219	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9214	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9213	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9212	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9210	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9209	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9208	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9207	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9206	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9205	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9204	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9203	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
bcsF	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9202	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9201	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9200	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9198	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9197	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9196	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9195	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9194	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9190	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9189	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9188	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9187	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9186	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9185	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9183	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9182	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9181	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9180	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9179	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9178	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9177	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9176	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9175	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9174	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9173	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9172	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9171	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9170	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9169	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
epsG	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
amsL	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9168	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9167	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9166	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9165	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9164	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9163	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9162	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9161	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9160	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9159	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9158	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9157	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9156	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9155	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9154	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9153	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9152	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9151	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9150	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9149	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9148	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9147	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9146	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9145	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9144	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9143	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9142	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9141	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9140	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9139	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9138	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9137	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9136	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9133	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9132	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9131	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9130	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9129	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9128	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9127	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9126	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9124	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9123	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9122	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9121	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9120	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9119	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9118	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9117	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9116	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9115	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9114	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9113	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9112	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9111	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9110	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9109	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9108	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9107	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9106	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9105	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9104	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9103	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9102	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9101	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9100	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9099	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9098	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9097	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9096	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9095	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9094	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9093	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9077	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
intB	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9076	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9063	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9061	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9057	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9044	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9043	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9042	1.00E-02	3.15E-01	1.00E+00	1.12E+00	4.33E-01	-2.00E-02	bad-chisq
group_9040	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9039	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9038	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9037	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9036	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9035	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9034	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9033	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9032	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9031	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9030	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9029	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9028	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9027	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9026	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9025	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9024	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9023	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9022	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9021	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9020	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9019	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9017	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9015	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9014	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9013	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9012	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9011	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9010	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9009	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9008	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9007	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9006	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9005	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9004	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9003	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9002	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9001	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_9000	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8999	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8998	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8997	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8996	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8995	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8994	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8993	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8992	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8991	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8990	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
srpI	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8989	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8988	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8987	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8986	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8985	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8984	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8983	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8982	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8981	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8980	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8979	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8978	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8977	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8976	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8975	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8974	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8973	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8972	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8971	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8970	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8969	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8968	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8967	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8966	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8965	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
group_8964	1.00E-02	3.15E-01	1.00E+00	-1.12E+00	4.33E-01	2.00E-02	bad-chisq
